SampleName	BatchID	SampleID	Concentration	splitData	BackGround	Baffle	has_hash	exclude	exclude_reason
batch-2025-12-04_4_bgl1100_Baffle_2	batch-2025-12-04_4_bgl1100_Baffle	2	530.77	test_set2	bgl1100	yes	0	0	
batch-2025-12-04_4_bgl1100_Baffle_3	batch-2025-12-04_4_bgl1100_Baffle	3	538.35	test_set2	bgl1100	yes	0	0	
batch-2025-12-04_4_bgl1100_Baffle_4	batch-2025-12-04_4_bgl1100_Baffle	4	513.47	test_set2	bgl1100	yes	0	0	
batch-2025-12-04_4_bgl1100_Baffle_5	batch-2025-12-04_4_bgl1100_Baffle	5	571.88	test_set2	bgl1100	yes	0	0	
batch-2025-12-04_4_bgl1100_Baffle_6	batch-2025-12-04_4_bgl1100_Baffle	6	645.43	test_set2	bgl1100	yes	0	0	
batch-2025-12-04_4_bgl1100_Baffle_7	batch-2025-12-04_4_bgl1100_Baffle	7	612.98	test_set2	bgl1100	yes	0	0	
batch-2025-12-04_4_bgl1100_Baffle_8	batch-2025-12-04_4_bgl1100_Baffle	8	660.03	test_set2	bgl1100	yes	0	0	
batch-2025-12-04_4_bgl1100_Baffle_9	batch-2025-12-04_4_bgl1100_Baffle	9	645.97	test_set2	bgl1100	yes	0	0	
batch-2025-12-04_4_bgl1100_Baffle_10	batch-2025-12-04_4_bgl1100_Baffle	10	611.36	test_set2	bgl1100	yes	0	0	
batch-2025-12-04_4_bgl1100_Baffle_11	batch-2025-12-04_4_bgl1100_Baffle	11	643.81	test_set2	bgl1100	yes	0	0	
batch-2025-12-04_4_bgl1100_Baffle_12	batch-2025-12-04_4_bgl1100_Baffle	12	650.84	test_set2	bgl1100	yes	0	0	
batch-2025-12-04_4_bgl1100_Baffle_13	batch-2025-12-04_4_bgl1100_Baffle	13	742.78	test_set2	bgl1100	yes	0	0	
batch-2025-12-04_4_bgl1100_Baffle_14	batch-2025-12-04_4_bgl1100_Baffle	14	739.53	test_set2	bgl1100	yes	0	0	
batch-2025-12-04_4_bgl1100_Baffle_15	batch-2025-12-04_4_bgl1100_Baffle	15	733.04	test_set2	bgl1100	yes	0	0	
batch-2025-12-04_4_bgl1100_Baffle_16	batch-2025-12-04_4_bgl1100_Baffle	16	824.99	test_set2	bgl1100	yes	0	0	
batch-2025-12-04_4_bgl1100_Baffle_17	batch-2025-12-04_4_bgl1100_Baffle	17	842.83	test_set2	bgl1100	yes	0	0	
batch-2025-12-04_4_bgl1100_Baffle_18	batch-2025-12-04_4_bgl1100_Baffle	18	898.0	test_set2	bgl1100	yes	0	0	
batch-2025-12-04_4_bgl1100_Baffle_19	batch-2025-12-04_4_bgl1100_Baffle	19	908.82	test_set2	bgl1100	yes	0	0	
batch-2025-12-04_4_bgl1100_Baffle_20	batch-2025-12-04_4_bgl1100_Baffle	20	904.49	test_set2	bgl1100	yes	0	0	
batch-2025-12-04_4_bgl1100_Baffle_21	batch-2025-12-04_4_bgl1100_Baffle	21	855.27	test_set2	bgl1100	yes	0	0	
batch-2025-12-04_4_bgl1100_Baffle_22	batch-2025-12-04_4_bgl1100_Baffle	22	932.07	test_set2	bgl1100	yes	0	0	
batch-2025-12-04_4_bgl1100_Baffle_23	batch-2025-12-04_4_bgl1100_Baffle	23	852.57	test_set2	bgl1100	yes	0	0	
batch-2025-12-04_4_bgl1120_1	batch-2025-12-04_4_bgl1120	1	578.91	test_set4	bgl1120	no	0	0	
batch-2025-12-04_4_bgl1120_2	batch-2025-12-04_4_bgl1120	2	530.77	test_set4	bgl1120	no	0	0	
batch-2025-12-04_4_bgl1120_3	batch-2025-12-04_4_bgl1120	3	538.35	test_set4	bgl1120	no	0	0	
batch-2025-12-04_4_bgl1120_4	batch-2025-12-04_4_bgl1120	4	513.47	test_set4	bgl1120	no	0	0	
batch-2025-12-04_4_bgl1120_5	batch-2025-12-04_4_bgl1120	5	571.88	test_set4	bgl1120	no	0	0	
batch-2025-12-04_4_bgl1120_6	batch-2025-12-04_4_bgl1120	6	645.43	test_set4	bgl1120	no	0	0	
batch-2025-12-04_4_bgl1120_7	batch-2025-12-04_4_bgl1120	7	612.98	test_set4	bgl1120	no	0	0	
batch-2025-12-04_4_bgl1120_8	batch-2025-12-04_4_bgl1120	8	660.03	test_set4	bgl1120	no	0	0	
batch-2025-12-04_4_bgl1120_9	batch-2025-12-04_4_bgl1120	9	645.97	test_set4	bgl1120	no	0	0	
batch-2025-12-04_4_bgl1120_10	batch-2025-12-04_4_bgl1120	10	611.36	test_set4	bgl1120	no	0	0	
batch-2025-12-04_4_bgl1120_11	batch-2025-12-04_4_bgl1120	11	643.81	test_set4	bgl1120	no	0	0	
batch-2025-12-04_4_bgl1120_12	batch-2025-12-04_4_bgl1120	12	650.84	test_set4	bgl1120	no	0	0	
batch-2025-12-04_4_bgl1120_13	batch-2025-12-04_4_bgl1120	13	742.78	test_set4	bgl1120	no	0	0	
batch-2025-12-04_4_bgl1120_14	batch-2025-12-04_4_bgl1120	14	739.53	test_set4	bgl1120	no	0	0	
batch-2025-12-04_4_bgl1120_15	batch-2025-12-04_4_bgl1120	15	733.04	test_set4	bgl1120	no	0	0	
batch-2025-12-04_4_bgl1120_16	batch-2025-12-04_4_bgl1120	16	824.99	test_set4	bgl1120	no	0	0	
batch-2025-12-04_4_bgl1120_17	batch-2025-12-04_4_bgl1120	17	842.83	test_set4	bgl1120	no	0	0	
batch-2025-12-04_4_bgl1120_18	batch-2025-12-04_4_bgl1120	18	898.0	test_set4	bgl1120	no	0	0	
batch-2025-12-04_4_bgl1120_19	batch-2025-12-04_4_bgl1120	19	908.82	test_set4	bgl1120	no	0	0	
batch-2025-12-04_4_bgl1120_20	batch-2025-12-04_4_bgl1120	20	904.49	test_set4	bgl1120	no	0	0	
batch-2025-12-04_4_bgl1120_21	batch-2025-12-04_4_bgl1120	21	855.27	test_set4	bgl1120	no	0	0	
batch-2025-12-04_4_bgl1120_22	batch-2025-12-04_4_bgl1120	22	932.07	test_set4	bgl1120	no	0	0	
batch-2025-12-04_4_bgl1120_23	batch-2025-12-04_4_bgl1120	23	852.57	test_set4	bgl1120	no	0	0	
